Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),Kerb weight,Make,Model,Variant,lat,lon
2017,2017 Ford Ranger XL 2.2 HI-Rider (4X2) PX Mkii MY17,109550,27850,Automatic,Ute tray,Rear Wheel Drive,Diesel,7.5,White,MNAUM1F80HW712429,Webb Auto Sales,"76 Division Street, Welshpool, WA",4,4,2198,4,80,16,385 @ 1600 RPM,118 @ 3200 RPM,1759,Ford,Ranger,XL 2.2 HI-Rider (4X2),-31.987188,115.935923
2018,2018 Holden Commodore LT ZB,57000,25999,Automatic,Wagon,Front Wheel Drive,Premium Unleaded Petrol,7.7,Grey,W0VZM8EC4J1078683,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1998,4,61,16,350 @ 3000 RPM,191 @ 5500 RPM,1535,Holden,Commodore,LT,-31.79166,115.81549
2015,2015 Mitsubishi ASX LS (2WD) XB MY15.5,96581,19488,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.4,Silver,JMFXTGA2WFZC02678,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,1998,4,63,16,197 @ 4200 RPM,110 @ 6000 RPM,1375,Mitsubishi,ASX,LS (2WD),-31.80094,115.81669
2014,2014 Toyota Yaris Ascent NCP130R MY15,120421,16888,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.7,Red,JTDKW3D330D556275,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,5,1299,4,42,16,121 @ 4400 RPM,63 @ 6000 RPM,1035,Toyota,Yaris,Ascent,-31.91454,115.824791
2017,2017 Holden Astra LS BL MY17,57378,18990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,6.1,White,KL3BD5EM6HK635650,Platinum Automotive Sales,"198 Collier Rd, Bayswater, WA",5,4,1399,4,52,16,240 @ 2000 RPM,110 @ 6500 RPM,1283,Holden,Astra,LS,-31.904689,115.917071
2007,2007 Holden Astra CDX AH MY07,138347,7990,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,8.3,White,W0L0AHL3585020411,Prindiville Car Sales,"1/38 Prindiville Drive, Wangara, WA",5,4,1796,4,52,16,165 @ 3800 RPM,90 @ 5600 RPM,1350,Holden,Astra,CDX,-31.79155,115.82158
2021,2021 Suzuki S-Cross Turbo (2WD),15965,26998,Automatic,Suv,Front Wheel Drive,Premium Unleaded Petrol,5.9,White,TSMJYAA2S00830040,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,1373,4,47,16,220 @ 1500 RPM,103 @ 5500 RPM,1170,Suzuki,S-Cross,Turbo (2WD),-32.0166894,115.9322155
2019,2019 Land Rover Range Rover Sport SDV6 SE (183KW) L494 MY20,29780,114900,Automatic,Suv,All Wheel Drive,Diesel,7.8,White,SALWA2AK7KA874659,Porsche Centre Perth used,"101 Stirling Highway, Nedlands, WA",5,4,2993,6,80,24,600 @ 3750 RPM,183 @ 4000 RPM,2178,Land Rover,Range Rover Sport,SDV6 SE (183KW),-31.97905425,115.80173020000001
2018,2018 Kia RIO S YB MY18,86362,17998,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Blue,KNADB514MK6225032,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,5,1368,4,45,16,133 @ 4000 RPM,74 @ 6000 RPM,1162,Kia,RIO,S,-31.7572029,115.7731046
2015,2015 Ford Ranger XLT 3.2 (4X4) PX Mkii,100281,37921,Automatic,Ute tray,4x4,Diesel,9.0,Black,MNAUMFF50EW326423,Next Ride,"464 Canning Highway, Como, WA",5,4,3198,5,80,20,470 @ 1500 RPM,147 @ 3000 RPM,2159,Ford,Ranger,XLT 3.2 (4X4),-32.00604,115.8597
2010,2010 Ford Ranger XLT (4X4) PK,223996,19990,Automatic,Ute tray,4x4,Diesel,9.3,White,MNAUSFE90AW865602,Platinum Automotive Sales,"198 Collier Rd, Bayswater, WA",5,4,2953,4,70,16,380 @ 1800 RPM,115 @ 3200 RPM,1957,Ford,Ranger,XLT (4X4),-31.904689,115.917071
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,116945,42990,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0KA3CD801306834,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,1955,Toyota,Hilux,SR (4X4),-31.906315,115.932176
2016,2016 Holden Commodore Evoke VF II,108921,19988,Automatic,Wagon,Rear Wheel Drive,Unleaded Petrol,8.6,Silver,6G1FA8E53GL234096,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2997,6,73,24,290 @ 2900 RPM,185 @ 6700 RPM,1622,Holden,Commodore,Evoke,-31.80094,115.81669
2008,2008 Honda Accord V6 Luxury 50,228596,8985,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,10.0,Grey,MRHCP36408P062389,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,3471,6,70,24,339 @ 5000 RPM,202 @ 6200 RPM,1650,Honda,Accord,V6 Luxury,47.4558162,-122.20913610939236
2014,2014 Jeep Grand Cherokee Blackhawk WK MY14,91447,29990,Automatic,Suv,4x4,Diesel,7.5,Grey,1C4RJFEM2FC623193,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,2987,6,93,24,550 @ 1800 RPM,177 @ 4000 RPM,2191,Jeep,Grand Cherokee,Blackhawk,-31.78645,115.81995
2019,2019 Ford Ranger XL 3.2 (4X4) PX Mkiii MY19,229747,28980,Automatic,Ute tray,4x4,Diesel,8.7,White,MPBUMEF50KX208892,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,3198,5,80,20,470 @ 1500 RPM,147 @ 3000 RPM,2012,Ford,Ranger,XL 3.2 (4X4),-31.987188,115.935923
2013,2013 Holden Commodore SV6 VF,22852,34999,Manual,Sedan,Rear Wheel Drive,Unleaded Petrol,9.7,Silver,6G1FB5E36EL935562,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,3565,6,73,24,350 @ 2900 RPM,210 @ 6400 RPM,1662,Holden,Commodore,SV6,-31.79166,115.81549
2016,2016 Isuzu D-MAX SX (4X4) TF MY15,154494,28880,Automatic,Ute tray,4x4,Diesel,8.1,White,MPATFS85JGT006545,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,2999,4,76,16,380 @ 1800 RPM,130 @ 3600 RPM,1795,Isuzu,D-MAX,SX (4X4),-31.987188,115.935923
2006,2006 Holden Calais V VE,178950,10990,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,11.0,Grey,6G1EX55787L858292,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",5,4,3565,6,73,24,340 @ 2600 RPM,195 @ 6500 RPM,1707,Holden,Calais,V,-31.91667,115.817585
2009,2009 Nissan Navara ST-X (4X4) D40,264658,13888,Manual,Ute tray,4x4,Diesel,9.8,White,VSKCVND40A0351130,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,2488,4,80,16,403 @ 2000 RPM,128 @ 4000 RPM,1985,Nissan,Navara,ST-X (4X4),-31.79038,115.81869
2018,2018 Volkswagen Passat Alltrack Wolfsburg EDT 3C MY18,57867,39999,Other,Suv,All Wheel Drive,Diesel,5.4,Blue,WVWZZZ3CZJE256802,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,1968,4,66,16,400 @ 1750 RPM,140 @ 3500 RPM,1671,Volkswagen,Passat,Alltrack Wolfsburg EDT,-31.995227,115.938215
2017,2017 Ford Focus Sport LZ,95000,19990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Silver,MPB3XXMXC3HD39813,Osborne Park Mazda used,"430 Scarborough Beach Road, Osborne Park, WA",5,5,1498,4,55,16,240 @ 1600 RPM,132 @ 6000 RPM,1380,Ford,Focus,Sport,-31.90779,115.81192
2016,2016 Ford Territory TX (rwd) SZ MK2,39480,28990,Automatic,Suv,Rear Wheel Drive,Diesel,8.2,White,6FPAAAJGATGG21086,Platinum Automotive Sales,"198 Collier Rd, Bayswater, WA",5,4,2720,6,75,24,440 @ 1900 RPM,140 @ 4000 RPM,2021,Ford,Territory,TX (rwd),-31.904689,115.917071
2018,2018 Kia Sorento SLI (4X2) UM MY19,108523,31987,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,10.0,White,KNAPH815MK5475660,Wanneroo Mitsubishi,"6 Lancaster Road, Wangara, WA",7,4,3490,6,71,24,336 @ 5000 RPM,206 @ 6300 RPM,1875,Kia,Sorento,SLI (4X2),-31.79716,115.81643
2013,2013 Toyota 86 GT ZN6,137255,22990,Manual,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,7.8,White,JF1ZN6K81DG011713,Grand Toyota Wangara used,"1 Lancaster Road, Wangara, WA",4,2,1998,4,50,16,205 @ 6400 RPM,147 @ 7000 RPM,1220,Toyota,86,GT,-31.796743,115.815802
2013,2013 Mazda CX-9 Classic (fwd) MY13,156303,14990,Other,Suv,Front Wheel Drive,Unleaded Petrol,11.0,Grey,JM0TB10A5D0408646,Buy Right Motors WA,"24 Automotive Drive, Wangara, WA",7,4,3726,6,76,24,366 @ 4250 RPM,204 @ 6250 RPM,1939,Mazda,CX-9,Classic (fwd),-31.794357,115.817341
2016,2016 Nissan Qashqai TI (4X2) J11,160507,18990,Manual,Suv,Front Wheel Drive,Unleaded Petrol,7.7,Black,SJNFBAJ11A1522375,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,1997,4,65,16,200 @ 4400 RPM,106 @ 6000 RPM,1457,Nissan,Qashqai,TI (4X2),-31.78741,115.81759
2022,2022 Mercedes-Benz C300 Mhev W206 MY22,14459,89990,Other,Sedan,Rear Wheel Drive,Premium Unleaded/Electric,7.3,Silver,W1K2060462F018272,Mercedes-Benz Perth used,"1093 Albany Highway, Bentley, WA",5,4,1999,4,66,16,400 @ 2000 RPM,190 @ 5800 RPM,1575,Mercedes-Benz,C300,Mhev,-31.999547,115.916029
2016,2016 Toyota RAV4 Cruiser (4X4) ASA44R MY16,183345,26990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,8.5,Other,JTMDFREV20J079299,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,4,2494,4,60,16,233 @ 4100 RPM,132 @ 6000 RPM,1630,Toyota,RAV4,Cruiser (4X4),-31.79038,115.81869
2018,2018 Mitsubishi Triton GLS (4X4) Premium MR MY19,104572,38500,Automatic,Ute tray,4x4,Diesel,7.6,Grey,MMAJLKL10KH001630,Total Nissan used,"1251 Albany Highway, Cannington, WA",5,4,2440,4,75,16,430 @ 2500 RPM,133 @ 3500 RPM,1950,Mitsubishi,Triton,GLS (4X4) Premium,-32.011251,115.925422
2013,2013 Mitsubishi Triton GLX-R (4X4) MN MY12,223896,23990,Other,Ute tray,4x4,Diesel,9.1,Grey,MMAJNKB40ED006038,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",5,4,2477,4,75,16,400 @ 2000 RPM,131 @ 4000 RPM,1920,Mitsubishi,Triton,GLX-R (4X4),-31.78645,115.81995
2019,2019 Land Rover Range Rover Evoque D150 SE (110KW) L551 MY20,54342,54900,Automatic,Suv,All Wheel Drive,Diesel,5.7,White,SALVA2AN1KH342188,Porsche Centre Perth used,"101 Stirling Highway, Nedlands, WA",5,4,1999,4,65,16,380 @ 1750 RPM,110 @ 4000 RPM,1891,Land Rover,Range Rover Evoque,D150 SE (110KW),-31.97905425,115.80173020000001
2017,2017 Mitsubishi Outlander LS Safety Pack (4X4) 7 Seats ZK MY17,63000,33999,Automatic,Suv,All Wheel Drive,Diesel,5.8,Black,JMFXLGF6WJZ000244,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",7,4,2268,4,60,16,360 @ 1500 RPM,110 @ 3500 RPM,1630,Mitsubishi,Outlander,LS Safety Pack (4X4) 7 Seats,-31.79166,115.81549
2020,2020 Mitsubishi Outlander Black Edition 7 Seat (2WD) ZL MY20,4333,37999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.2,Grey,JMFXTGF8WLZ009267,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",7,4,2360,4,63,16,220 @ 4200 RPM,124 @ 6000 RPM,1410,Mitsubishi,Outlander,Black Edition 7 Seat (2WD),-31.79166,115.81549
2013,2013 Toyota 86 GT ZN6,22847,35990,Manual,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,7.8,Black,JF1ZN6K81DG011482,Wangara MG Used,"20 Motor Parade, Wangara, WA",4,2,1998,4,50,16,205 @ 6400 RPM,147 @ 7000 RPM,1220,Toyota,86,GT,-31.794136,115.816569
2022,2022 Mitsubishi Eclipse Cross ES (2WD) YB MY22,30151,31999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.3,White,JMFXTGK1WNZ002903,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1499,4,63,16,250 @ 2000 RPM,110 @ 5500 RPM,1472,Mitsubishi,Eclipse Cross,ES (2WD),-31.79166,115.81549
2016,2016 Kia RIO S UB MY16,99032,13985,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.3,Grey,KNADN512MG6656995,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,1396,4,43,16,135 @ 4200 RPM,79 @ 6300 RPM,1170,Kia,RIO,S,47.4558162,-122.20913610939236
2008,2008 Land Rover Range Rover Sport 2.7 TDV6 MY08,186627,18990,Other,Suv,4x4,Diesel,10.2,Black,SALLSAA138A159279,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,2720,6,90,24,440 @ 1900 RPM,140 @ 4000 RPM,2455,Land Rover,Range Rover Sport,2.7 TDV6,-31.996515,115.914741
2020,2020 Hyundai Kona Active (fwd) Os.v4 MY21,48703,26999,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.2,White,KMHK281AMLU675268,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,180 @ 4500 RPM,110 @ 6200 RPM,1280,Hyundai,Kona,Active (fwd),-31.79166,115.81549
2020,2020 Hyundai I30 Active PD2 MY20,60300,24999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Silver,KMHH351EMLU132639,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,203 @ 4700 RPM,120 @ 6200 RPM,1276,Hyundai,I30,Active,-31.79166,115.81549
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,102036,48290,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0KA3CD401232005,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,2075,Toyota,Hilux,SR (4X4),-31.906315,115.932176
2021,2021 Subaru Outback AWD Sport MY21,51110,42987,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.3,Grey,JF2BT9KL3MG003183,easyauto123 (Cannington),"1261 Albany Highway, Cannington, WA",5,4,2498,4,63,16,245 @ 3400 RPM,138 @ 5800 RPM,1629,Subaru,Outback,AWD Sport,-32.012637,115.926416
2008,2008 Mitsubishi Pajero GLX LWB (4X4) NS,331851,14990,Other,Suv,4x4,Diesel,10.5,White,JMFLYV98W8J001555,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",7,4,3200,4,88,16,358 @ 2000 RPM,125 @ 3800 RPM,2110,Mitsubishi,Pajero,GLX LWB (4X4),-31.78645,115.81995
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,30555,21987,Other,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.0,White,WVWZZZAWZMU082339,Wanneroo Mitsubishi,"6 Lancaster Road, Wangara, WA",5,5,999,3,40,12,175 @ 2000 RPM,70 @ 5000 RPM,1104,Volkswagen,Polo,70TSI Trendline,-31.79716,115.81643
2021,2021 Hyundai Kona Active (fwd) Os.v4 MY21,43622,25290,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.2,White,KMHK281BTMU816590,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,1999,4,50,16,180 @ 4500 RPM,110 @ 6200 RPM,1280,Hyundai,Kona,Active (fwd),-31.906315,115.932176
2010,2010 Ford Falcon G6E 50TH Anniversary FG Upgrade,129092,19999,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,9.9,Other,6FPAAAJGSWAM40330,John and Murray Autos,"19 Davison Street, Maddington, WA",5,4,3984,6,68,24,391 @ 3250 RPM,195 @ 6000 RPM,1754,Ford,Falcon,G6E 50TH Anniversary,-32.04286,115.98559
2013,2013 Ford Mondeo Zetec Tdci MC,175931,7999,Other,Wagon,Front Wheel Drive,Diesel,6.2,Silver,WF0GXXGBBGDU04682,Wangara Used Car Centre,"7 Pembroke Road, Wangara, WA",5,4,1997,4,70,16,340 @ 2000 RPM,120 @ 4000 RPM,1615,Ford,Mondeo,Zetec Tdci,-31.797369,115.818506
2016,2016 Volkswagen Golf 92 TSI Trendline AU MY17,54350,22988,Other,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.4,White,WVWZZZAUZGW274016,Regent,"4 Hocking Road, KINGSLEY, WA",5,5,1395,4,50,16,200 @ 1400 RPM,92 @ 5000 RPM,1233,Volkswagen,Golf,92 TSI Trendline,-31.80094,115.81669
2014,2014 Holden Captiva 7 LTZ (4X4) CG MY14,72366,14888,Automatic,Suv,All Wheel Drive,Unleaded Petrol,10.1,Silver,KL3CD2659EB010700,Paceway Mitsubishi used,"384 Scarborough Beach Road, Osborne Park, WA",7,4,2997,6,65,24,288 @ 5800 RPM,190 @ 6900 RPM,1852,Holden,Captiva,7 LTZ (4X4),-31.91151,115.81708
2013,2013 Subaru Forester 2.0D MY13,78662,19999,Manual,Suv,All Wheel Drive,Diesel,5.9,Black,JF2SJDKZ3DG010996,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,4,1998,4,60,16,350 @ 1600 RPM,108 @ 3600 RPM,1510,Subaru,Forester,2.0D,47.431768,-122.227996
2007,2007 Toyota RAV4 Cruiser (4X4) ACA33R,263614,11999,Automatic,Suv,4x4,Unleaded Petrol,9.6,Red,JTMBD31VX05083223,John and Murray Autos,"19 Davison Street, Maddington, WA",5,4,2362,4,60,16,224 @ 4000 RPM,125 @ 6000 RPM,1590,Toyota,RAV4,Cruiser (4X4),-32.04286,115.98559
2014,2014 Mercedes-Benz C250 Bluetec 205,85440,36888,Automatic,Sedan,Rear Wheel Drive,Diesel,4.5,Black,WDD2050082F099460,Morley City Nissan,"102 Broun Avenue, Morley, WA",5,4,2143,4,66,16,500 @ 1600 RPM,150 @ 3800 RPM,1585,Mercedes-Benz,C250,Bluetec,-31.9020533,115.9042875
2012,2012 Jeep Grand Cherokee Laredo (4X4) WK MY13,254217,14999,Automatic,Suv,All Wheel Drive,Diesel,8.3,Blue,1C4RJFEMXDC556596,John and Murray Autos,"19 Davison Street, Maddington, WA",5,4,2987,6,93,24,550 @ 1800 RPM,177 @ 4000 RPM,2191,Jeep,Grand Cherokee,Laredo (4X4),-32.04286,115.98559
2020,2020 Nissan Qashqai N-Sport J11,26701,33888,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.9,Black,SJNFBAJ11A2706517,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",5,4,1997,4,65,16,200 @ 4400 RPM,106 @ 6000 RPM,1392,Nissan,Qashqai,N-Sport,-31.9432313,115.8544195
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,42293,21987,Other,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.0,White,WVWZZZAWZMU081608,Wanneroo Mitsubishi,"6 Lancaster Road, Wangara, WA",5,5,999,3,40,12,175 @ 2000 RPM,70 @ 5000 RPM,1104,Volkswagen,Polo,70TSI Trendline,-31.79716,115.81643
2016,2016 Mitsubishi Triton GLX MQ MY16 Upgrade,82792,28975,Manual,Ute tray,Rear Wheel Drive,Diesel,7.0,White,MMAYJKK10GH018814,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",2,2,2440,4,75,16,430 @ 2500 RPM,133 @ 3500 RPM,1555,Mitsubishi,Triton,GLX,-32.11556,115.79544
2013,2013 Ford Transit LOW (swb) VM MY12 Update,210632,19898,Manual,Other,Front Wheel Drive,Diesel,7.2,White,WF0XXXTTFXDC53204,Maddington City Used Cars,"1856 Albany Highway, Maddington, WA",3,2,2198,4,80,16,330 @ 1350 RPM,92 @ 3500 RPM,1700,Ford,Transit,LOW (swb),-32.0492167,115.9792547
2002,2002 Holden Monaro CV8 V2,189000,32990,Automatic,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,13.0,Red,6H8V2X37F2L888597,DNA CAR SALES,"16 Baretta Road, Wangara, WA",4,2,5665,8,75,16,460 @ 4400 RPM,225 @ 5200 RPM,1645,Holden,Monaro,CV8,-31.79241,115.82027
2018,2018 Mazda 3 SP25 GT BN MY17,74000,29990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.1,White,JM0BN543810260141,Osborne Park Mazda used,"430 Scarborough Beach Road, Osborne Park, WA",5,5,2488,4,51,16,250 @ 3250 RPM,138 @ 5700 RPM,1357,Mazda,3,SP25 GT,-31.90779,115.81192
2013,2013 Volkswagen Amarok TDI420 Highline (4X4) 2H MY13,130829,24990,Automatic,Ute tray,4x4,Diesel,8.3,Black,WV1ZZZ2HZDA065056,Value My Car,"133 Welshpool Road, Welshpool, WA",5,4,1968,4,80,16,420 @ 1750 RPM,132 @ 4000 RPM,2080,Volkswagen,Amarok,TDI420 Highline (4X4),-31.995224,115.932444
2016,2016 Mazda CX-5 Maxx Sport (4X4) MY15,69034,26990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,7.4,White,JM0KE103200361831,Buy Right Motors WA,"24 Automotive Drive, Wangara, WA",5,4,2488,4,58,16,250 @ 4000 RPM,138 @ 5700 RPM,1543,Mazda,CX-5,Maxx Sport (4X4),-31.794357,115.817341
2012,2012 Alfa Romeo Giulietta Distinctive,187529,10990,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.8,White,ZAR94000007147779,Zai Motors,"1042 Albany Highway, Saint James, WA",5,5,1368,4,60,16,250 @ 2500 RPM,125 @ 5500 RPM,1290,Alfa Romeo,Giulietta,Distinctive,-31.996515,115.914741
2014,2014 Mercedes-Benz ML400 (4X4) 166 MY14,131524,36990,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,9.4,Grey,WDC1660562A384802,Mercedes-Benz Perth used,"1093 Albany Highway, Bentley, WA",5,4,2996,6,93,24,480 @ 3500 RPM,245 @ 6500 RPM,2147,Mercedes-Benz,ML400,(4X4),-31.999547,115.916029
2016,2016 Ford Ranger XL 2.2 (4X2) PX Mkii,124828,24998,Manual,Ute tray,Rear Wheel Drive,Diesel,6.6,White,MNAUMAF80GW623139,Gardner Commercials,"1308 Albany Highway, Cannington, WA",2,2,2198,4,80,16,385 @ 1600 RPM,118 @ 3200 RPM,1619,Ford,Ranger,XL 2.2 (4X2),-32.015497,115.931154
2005,2005 Ford Falcon XL BA Mkii,177293,8990,Other,Ute tray,Rear Wheel Drive,Unleaded Petrol,11.5,White,6FPAAAJGCM5U29697,Auto Dominus,"8 Parkland Road, Osborne Park, WA",2,2,3984,6,80,24,380 @ 3250 RPM,182 @ 5000 RPM,1680,Ford,Falcon,XL,-31.91667,115.817585
2016,2016 Toyota Hilux SR (4X4) GUN126R,166000,39990,Automatic,Ute tray,4x4,Diesel,8.5,Blue,MR0KA3CD701188033,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,2075,Toyota,Hilux,SR (4X4),-31.79241,115.82027
2018,2018 LDV G10 (7 Seat) SV7A,82110,26990,Automatic,Wagon,Rear Wheel Drive,Unleaded Petrol,11.7,White,LSKG4AL10JA057432,Youngs WA,"529 Albany Highway, Victoria Park, WA",7,4,1995,4,75,16,330 @ 1700 RPM,160 @ 5500 RPM,2057,LDV,G10,(7 Seat),47.4558162,-122.20913610939236
2022,2022 Suzuki Jimny GLX (qld),2095,41999,Other,Suv,4x4,Unleaded Petrol,6.9,White,JSAGJB74V00176270,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",4,2,1462,4,40,16,130 @ 4000 RPM,75 @ 6000 RPM,1075,Suzuki,Jimny,GLX (qld),-31.995227,115.938215
2021,2021 Kia Cerato Sport Safety Pack BD MY21,36109,28990,Automatic,Sedan,Front Wheel Drive,Unleaded Petrol,7.4,White,KNAF241CMM5105598,Grand Toyota Wangara used,"1 Lancaster Road, Wangara, WA",5,4,1999,4,50,16,192 @ 4000 RPM,112 @ 6200 RPM,1320,Kia,Cerato,Sport Safety Pack,-31.796743,115.815802
2016,2016 Kia RIO S UB MY16,58257,14999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.6,Black,KNADN312LG6694379,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,3,1396,4,43,16,135 @ 4200 RPM,79 @ 6300 RPM,1150,Kia,RIO,S,47.431768,-122.227996
2015,2015 Ford Fiesta ST WZ,75285,21999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Red,WF0CXXGAKCFK50095,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,3,1596,4,48,16,240 @ 1600 RPM,134 @ 6000 RPM,1172,Ford,Fiesta,ST,47.4558162,-122.20913610939236
2013,2013 Ford Focus Ambiente LW MK2,97826,10985,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.2,Red,MPB1XXMXB1DJ26860,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,1596,4,55,16,159 @ 4000 RPM,92 @ 6300 RPM,1339,Ford,Focus,Ambiente,47.4558162,-122.20913610939236
2021,2021 Kia Carnival S KA4 MY21,5287,48999,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,9.6,White,KNANB813MN6190905,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",8,4,3470,6,72,24,355 @ 5000 RPM,216 @ 6400 RPM,2136,Kia,Carnival,S,-31.995227,115.938215
2013,2013 Jeep Grand Cherokee Laredo (4X4) WK MY14,144063,22488,Automatic,Suv,4x4,Diesel,7.5,White,1C4RJFEM2EC166318,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2987,6,93,24,550 @ 1800 RPM,177 @ 4000 RPM,2191,Jeep,Grand Cherokee,Laredo (4X4),-31.80094,115.81669
2017,2017 Ford Focus ST2 LZ,70156,27999,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,7.3,Red,WF05XXGCC5HG42162,Subaru Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",5,5,1999,4,62,16,345 @ 2000 RPM,184 @ 5500 RPM,1425,Ford,Focus,ST2,-31.90835,115.8103
2014,2014 Audi A3 1.4 Tfsi Attraction COD 8V MY15,128726,19950,Other,Sedan,Front Wheel Drive,Premium Unleaded Petrol,4.7,White,WAUZZZ8V5F1054248,Morley City Hyundai,"101 Broun Avenue, Morley, WA",5,4,1395,4,55,16,250 @ 1400 RPM,110 @ 5000 RPM,1250,Audi,A3,1.4 Tfsi Attraction COD,-31.902026,115.904008
